Storage modulus,Loss modulus,Step time
0.424134,0.0261966,43.136
0.424083,0.0262603,43.186
0.424031,0.0262178,43.236
0.423991,0.0261781,43.286
0.423926,0.0261849,43.336
0.423886,0.0263028,43.386
0.423717,0.0262638,43.436
0.423553,0.0261282,43.486
0.423541,0.026257,43.536
0.423445,0.0263055,43.586
0.423325,0.0262312,43.636
0.423164,0.0262558,43.686
0.423027,0.0262398,43.736
0.422881,0.0262941,43.786
0.422722,0.0263559,43.836
0.422562,0.0263362,43.886
0.422478,0.0263817,43.936
0.422333,0.026331,43.986
0.422228,0.0263603,44.036
0.422135,0.0263581,44.086
0.422086,0.0262969,44.136
0.422082,0.0263554,44.186
0.422035,0.0263969,44.236
0.421959,0.0261802,44.286
0.421931,0.0262441,44.336
0.42185,0.0263254,44.386
0.421655,0.0264355,44.436
0.421477,0.0265805,44.486
0.421295,0.026435,44.536
0.421105,0.0264033,44.586
0.420936,0.0265414,44.636
0.420703,0.0264992,44.686
0.420442,0.0264495,44.736
0.420225,0.0265379,44.786
0.419722,0.0266219,44.836
0.419309,0.0268932,44.886
0.418962,0.0268237,44.936
0.418618,0.026928,44.986
0.418566,0.0266928,45.036
0.418504,0.0267794,45.086
0.418505,0.0267639,45.136
0.418493,0.0267558,45.186
0.418518,0.0267325,45.236
0.418592,0.0269233,45.286
0.418583,0.0267891,45.335
0.418588,0.0269044,45.385
0.418569,0.0269671,45.435
0.418559,0.0269077,45.485
0.418587,0.0269192,45.535
0.418606,0.026886,45.585
0.418654,0.0268751,45.635
0.418685,0.0268868,45.685
0.4187,0.0267681,45.735
0.41874,0.0268872,45.785
0.418764,0.0269116,45.835
0.418769,0.0268689,45.885
0.418789,0.0268866,45.935
0.418829,0.0268589,45.985
0.418869,0.026789,46.035
0.418894,0.026901,46.085
0.4189,0.0269565,46.135
0.418889,0.0268175,46.185
0.418933,0.0268904,46.235
0.418905,0.0269352,46.285
0.418872,0.0267944,46.335
0.418895,0.0267057,46.385
0.418937,0.0268676,46.435
0.418935,0.0267983,46.485
0.418958,0.0268056,46.535
0.418962,0.026733,46.585
0.418995,0.0267674,46.635
0.419028,0.026773,46.685
0.419039,0.0267838,46.735
0.419031,0.0266708,46.785
0.419067,0.0268804,46.835
0.41907,0.0268291,46.885
0.419061,0.0267806,46.935
0.41906,0.0266417,46.985
0.419066,0.0267005,47.035
0.419079,0.0268035,47.085
0.419059,0.0266379,47.135
0.419065,0.0267289,47.185
0.419055,0.0266948,47.235
0.419042,0.0266294,47.285
0.419068,0.0266275,47.335
0.419084,0.0266088,47.385
0.419055,0.0266136,47.435
0.419059,0.0265387,47.485
0.419076,0.0265837,47.535
0.419059,0.0265692,47.585
0.419048,0.0265037,47.635
0.419034,0.0265889,47.685
0.419033,0.0265557,47.735
0.419039,0.0264554,47.785
0.419032,0.0265441,47.835
0.419065,0.0266571,47.885
0.419043,0.0264244,47.935
0.419036,0.026458,47.985
0.419032,0.0265484,48.035
0.419051,0.0264879,48.085
0.419027,0.0263835,48.135
0.419019,0.0264656,48.185
0.418993,0.0264689,48.235
0.418957,0.0263723,48.285
0.418957,0.0263969,48.335
0.418967,0.0265253,48.385
0.418947,0.0263987,48.434
0.418908,0.0263346,48.484
0.4189,0.0263013,48.534
0.418915,0.026321,48.584
0.418896,0.0263173,48.634
0.418894,0.0262771,48.684
0.418898,0.0263334,48.734
0.418898,0.0263231,48.784
0.418909,0.0263068,48.834
0.418887,0.0262522,48.884
0.418897,0.026351,48.934
0.418859,0.0262071,48.984
0.418851,0.0261609,49.034
0.418853,0.0262898,49.084
0.418844,0.0263691,49.134
0.418842,0.0262764,49.184
0.418791,0.0262362,49.234
0.418779,0.0261956,49.284
0.418794,0.0263173,49.334
0.418689,0.026264,49.384
0.418643,0.0262944,49.434
0.41861,0.0263732,49.484
0.418548,0.0262523,49.534
0.418493,0.0262088,49.584
0.418423,0.0264244,49.634
0.418276,0.0264185,49.684
0.417847,0.026945,49.734
0.417064,0.0272385,49.784
0.416632,0.0268651,49.834
0.416501,0.0267428,49.884
0.416357,0.0266758,49.934
0.416222,0.0267057,49.984
0.416148,0.0267115,50.034
0.416096,0.0266554,50.084
0.415982,0.0265879,50.134
0.415903,0.0266369,50.184
0.415804,0.0265473,50.234
0.415723,0.0265189,50.284
0.415671,0.0264928,50.334
0.415611,0.0266254,50.384
0.41558,0.0265012,50.434
0.415548,0.0265863,50.484
0.415491,0.0264058,50.534
0.4155,0.0263488,50.584
0.415516,0.0264978,50.634
0.415489,0.0265507,50.684
0.415439,0.0263849,50.734
0.41539,0.026374,50.784
0.415361,0.0263648,50.834
0.415394,0.0264521,50.884
0.415374,0.026357,50.934
0.415366,0.0264431,50.984
0.41537,0.0264682,51.034
0.415337,0.0264127,51.084
0.415292,0.0263487,51.134
0.415272,0.0263895,51.184
0.415264,0.0263083,51.234
0.415239,0.0261903,51.284
0.415273,0.0262511,51.334
0.415248,0.0263095,51.384
0.415173,0.0261382,51.434
0.415148,0.0261463,51.484
0.415172,0.0262116,51.534
0.415128,0.0261984,51.583
0.415066,0.0261992,51.633
0.415023,0.0261853,51.683
0.415026,0.0262423,51.733
0.41501,0.026159,51.783
0.415014,0.026247,51.833
0.41499,0.0262005,51.883
0.414946,0.0260534,51.933
0.414942,0.0259863,51.983
0.414941,0.026091,52.033
0.414927,0.0260932,52.083
0.414912,0.0259816,52.133
0.414884,0.0259231,52.183
0.414888,0.0261353,52.233
0.414845,0.0259297,52.283
0.414808,0.025905,52.333
0.414804,0.0259167,52.383
0.414818,0.0259795,52.433
0.414767,0.0259136,52.483
0.414731,0.025806,52.533
0.414737,0.0259354,52.583
0.414705,0.0258619,52.633
0.414687,0.0257843,52.683
0.414723,0.0257793,52.733
0.414741,0.0257398,52.783
0.414733,0.0257569,52.833
0.414717,0.0257465,52.883
0.414702,0.0257683,52.933
0.414682,0.0257566,52.983
0.414676,0.0256913,53.033
0.414677,0.0257175,53.083
0.414643,0.0257051,53.133
0.414611,0.0256532,53.183
0.414595,0.0255883,53.233
0.414588,0.025772,53.283
0.414555,0.0256002,53.333
0.414554,0.0255401,53.383
0.414539,0.025608,53.433
0.414522,0.0256395,53.483
0.414476,0.0255404,53.533
0.414487,0.0255902,53.583
0.414471,0.0255072,53.633
0.414467,0.0254572,53.683
0.414487,0.0255033,53.733
0.414468,0.0255178,53.783
0.414444,0.0255019,53.833
0.414428,0.0255005,53.883
0.414419,0.0254071,53.933
0.414425,0.0254171,53.983
0.414391,0.0254632,54.033
0.414379,0.0254985,54.083
0.414389,0.0253887,54.133
0.414396,0.0253951,54.183
0.414376,0.0253926,54.233
0.414357,0.0253505,54.283
0.414372,0.0253463,54.333
0.414368,0.0252678,54.383
0.414372,0.0254146,54.433
0.414343,0.0252777,54.483
0.414325,0.0252785,54.533
0.414304,0.0252814,54.583
0.414299,0.025255,54.633
0.414293,0.0253099,54.682
0.414273,0.0253368,54.732
0.414208,0.0251347,54.782
0.414181,0.0251597,54.832
0.414173,0.02511,54.882
0.414202,0.0251233,54.932
0.414206,0.0252134,54.982
0.414173,0.0251851,55.032
0.414147,0.0250103,55.082
0.414174,0.0250353,55.132
0.414198,0.0251767,55.182
0.414186,0.0251608,55.232
0.414135,0.0250192,55.282
0.414157,0.0250631,55.332
0.414185,0.0251245,55.382
0.414163,0.0250506,55.432
0.414169,0.0250984,55.482
0.414161,0.0251042,55.532
0.414122,0.0250096,55.582
0.414151,0.0250344,55.632
0.414164,0.0250547,55.682
0.414163,0.0249928,55.732
0.414177,0.0250074,55.782
0.414162,0.024958,55.832
0.41419,0.025061,55.882
0.414182,0.02503,55.932
0.414191,0.0249831,55.982
0.414168,0.0249133,56.032
0.414136,0.024935,56.082
0.414153,0.0249395,56.132
0.414149,0.0249931,56.182
0.414125,0.0249773,56.232
0.414127,0.0248707,56.282
0.414153,0.0248977,56.332
0.414166,0.0249834,56.382
0.414121,0.0247854,56.432
0.414142,0.0248527,56.482
0.414158,0.0249452,56.532
0.414119,0.0249068,56.582
0.414089,0.0246912,56.632
0.414113,0.0248188,56.682
0.414119,0.0249546,56.732
0.414079,0.0248266,56.782
0.414054,0.0247921,56.832
0.414068,0.024752,56.882
0.414073,0.0248096,56.932
0.414062,0.0248686,56.982
0.41402,0.0247608,57.032
0.413975,0.0246751,57.082
0.413966,0.0247934,57.132
0.413922,0.024734,57.182
0.413907,0.0246979,57.232
0.413902,0.0246904,57.282
0.413897,0.0246952,57.332
0.413897,0.0246497,57.382
0.413912,0.0246987,57.432
0.41389,0.0247163,57.482
0.413873,0.024686,57.532
0.413864,0.0246819,57.582
0.413863,0.0247137,57.632
0.413832,0.0245122,57.682
0.413809,0.024569,57.732
0.413808,0.0246099,57.782
0.413806,0.0246241,57.831
0.413798,0.0245587,57.881
0.413803,0.0245399,57.931
0.413797,0.0245901,57.981
0.413764,0.0245038,58.031
0.413752,0.0244645,58.081
0.41376,0.0246494,58.131
0.41373,0.0244989,58.181
0.413735,0.0244793,58.231
0.413721,0.0245365,58.281
0.413713,0.0244708,58.331
0.413728,0.0245269,58.381
0.413702,0.0244325,58.431
0.413675,0.0244627,58.481
0.413662,0.0244804,58.531
0.413711,0.024497,58.581
0.413677,0.0244174,58.631
0.413636,0.0244288,58.681
0.413634,0.0243128,58.731
0.413633,0.024382,58.781
0.41362,0.0244426,58.831
0.41361,0.024461,58.881
0.413601,0.0244445,58.931
0.413592,0.0244892,58.981
0.41357,0.0244532,59.031
0.413533,0.0243988,59.081
0.413479,0.0242649,59.131
0.413489,0.0242779,59.181
0.413485,0.024332,59.231
0.413481,0.0243158,59.281
0.413486,0.0242747,59.331
0.413469,0.0243449,59.381
0.413423,0.0242751,59.431
0.413431,0.0243054,59.481
0.413442,0.024316,59.531
0.413412,0.024246,59.581
0.413403,0.0242633,59.631
0.41338,0.0243049,59.681
0.413346,0.0242644,59.731
0.413345,0.0242211,59.781
0.413341,0.0242688,59.831
0.413296,0.0241699,59.881
0.413275,0.0242454,59.931
0.413254,0.0242477,59.981
0.413244,0.0241891,60.031
0.413219,0.0241104,60.081
0.413204,0.0241772,60.131
0.413176,0.02414,60.181
0.413182,0.024225,60.231
0.413137,0.0241464,60.281
0.413105,0.0241205,60.331
0.413102,0.024133,60.381
0.413079,0.0240989,60.431
0.413045,0.0241361,60.481
0.413043,0.024245,60.531
0.412978,0.0241532,60.581
0.412928,0.0240281,60.631
0.412929,0.0240455,60.681
0.41292,0.0241944,60.731
0.412877,0.0241161,60.781
0.412845,0.0241162,60.831
0.412825,0.0241206,60.881
0.412794,0.024177,60.93
0.412748,0.0241895,60.98
0.412675,0.024094,61.03
0.412632,0.0240119,61.08
0.412595,0.0240567,61.13
0.412558,0.0241842,61.18
0.41248,0.0240933,61.23
0.412372,0.0240316,61.28
0.412287,0.0241824,61.33
0.412258,0.0243631,61.38
0.412194,0.0242661,61.43
0.412102,0.0244745,61.48
0.411914,0.0245241,61.53
0.411783,0.0245022,61.58
0.411654,0.0243651,61.63
0.411487,0.0245171,61.68
0.411378,0.0246224,61.73
0.411285,0.0245031,61.78
0.411158,0.0243994,61.83
0.411081,0.0244559,61.88
0.410953,0.0243096,61.93
0.410833,0.0242394,61.98
0.410709,0.0242546,62.03
0.41063,0.0243148,62.08
0.410539,0.0242175,62.13
0.410449,0.0241787,62.18
0.410346,0.0240712,62.23
0.410285,0.0240344,62.28
0.410266,0.0240307,62.33
0.41021,0.0240927,62.38
0.410141,0.0241422,62.43
0.410056,0.0240292,62.48
0.410009,0.0239984,62.53
0.409979,0.0239668,62.58
0.40992,0.0239764,62.63
0.409807,0.0239149,62.68
0.409768,0.0239214,62.73
0.409791,0.0240563,62.78
0.409746,0.0240712,62.83
0.409692,0.0239134,62.88
0.409661,0.0238997,62.93
0.409603,0.0238364,62.98
0.409603,0.0239767,63.03
0.40954,0.0239324,63.08
0.409487,0.0238087,63.13
0.409408,0.0238777,63.18
0.409324,0.0239965,63.23
0.409262,0.023875,63.28
0.409135,0.0239072,63.33
0.409053,0.0239332,63.38
0.408995,0.0237886,63.43
0.408932,0.0237694,63.48
0.408899,0.0237645,63.53
0.408868,0.0237821,63.58
0.40882,0.0237901,63.63
0.408753,0.0237452,63.68
0.408668,0.0237122,63.73
0.408622,0.0237466,63.78
0.408563,0.0237141,63.83
0.408511,0.0236682,63.88
0.408473,0.0236324,63.93
0.408422,0.0236474,63.98
0.408337,0.0235773,64.03
0.408291,0.0236727,64.079
0.408244,0.0235339,64.129
0.408229,0.0236129,64.179
0.408202,0.023688,64.229
0.408142,0.0235394,64.279
0.408093,0.0233957,64.329
0.40809,0.0235588,64.379
0.408049,0.0236129,64.429
0.407977,0.0234646,64.479
0.407967,0.0233736,64.529
0.407963,0.0235706,64.579
0.407946,0.0234893,64.629
0.407924,0.0235182,64.679
0.407888,0.0235714,64.729
0.407868,0.0235493,64.779
0.407833,0.0233801,64.829
0.407842,0.0233895,64.879
0.407873,0.0234101,64.929
0.407854,0.0234156,64.979
0.407834,0.0233755,65.029
0.40784,0.0234817,65.079
0.407831,0.0236539,65.129
0.407772,0.0234217,65.179
0.407749,0.0232996,65.229
0.407739,0.0233564,65.279
0.407734,0.0233745,65.329
0.407698,0.0233767,65.379
0.407687,0.0233557,65.429
0.407696,0.0233242,65.479
0.407659,0.0234589,65.529
0.407631,0.0233818,65.579
0.407609,0.0234055,65.629
0.407598,0.0233634,65.679
0.40757,0.0233206,65.729
0.407518,0.0233416,65.779
0.407486,0.0235047,65.829
0.407383,0.0233036,65.879
0.407397,0.0232942,65.929
0.40736,0.0233445,65.979
0.407239,0.0233618,66.029
0.407173,0.0232765,66.079
0.407135,0.0232935,66.129
0.407064,0.0233162,66.179
0.407034,0.0232626,66.229
0.407015,0.0232481,66.279
0.406909,0.0232272,66.329
0.406889,0.023224,66.379
0.406833,0.0232071,66.429
0.406752,0.0232003,66.479
0.406729,0.0232031,66.529
0.406664,0.0233479,66.579
0.406592,0.0233517,66.629
0.406588,0.0233051,66.679
0.406548,0.0232682,66.729
0.406519,0.0233109,66.779
0.406418,0.0232167,66.829
0.406369,0.0233037,66.879
0.406336,0.023251,66.929
0.406266,0.0231737,66.979
0.406191,0.0231255,67.029
0.406174,0.0231974,67.079
0.406164,0.023131,67.129
0.406118,0.0231382,67.178
0.406063,0.0231878,67.228
0.406005,0.0231337,67.278
0.405992,0.023068,67.328
0.405978,0.0231475,67.378
0.405904,0.0231477,67.428
0.405858,0.0231869,67.478
0.4058,0.0232043,67.528
0.405759,0.0232154,67.578
0.405694,0.0231511,67.628
0.405637,0.0230644,67.678
0.405567,0.0230123,67.728
0.405503,0.0231499,67.778
0.405446,0.0231704,67.828
0.405364,0.0230572,67.878
0.405302,0.0231133,67.928
0.405183,0.0230039,67.978
0.405112,0.0231279,68.028
0.405081,0.0231208,68.078
0.404981,0.0231005,68.128
0.404856,0.0230381,68.178
0.404773,0.0231119,68.228
0.404682,0.0230826,68.278
0.40459,0.0230129,68.328
0.40451,0.0229834,68.378
0.404463,0.0229827,68.428
0.404319,0.0229316,68.478
0.404221,0.0230668,68.528
0.404149,0.0230162,68.578
0.404134,0.0231658,68.628
0.404019,0.0230671,68.678
0.403848,0.0231063,68.728
0.403781,0.023147,68.778
0.403687,0.0231171,68.828
0.403559,0.0230184,68.878
0.403431,0.0231746,68.928
0.403307,0.0232218,68.978
0.403262,0.0233144,69.028
0.402869,0.023312,69.078
0.402546,0.0236523,69.128
0.402352,0.0236005,69.178
0.402133,0.0238064,69.228
0.40214,0.0236466,69.278
0.40198,0.0234608,69.328
0.401883,0.0233539,69.378
0.40172,0.0233726,69.428
0.401592,0.0232447,69.478
0.401475,0.0232034,69.528
0.401371,0.0232562,69.578
0.401237,0.0231024,69.628
0.401193,0.0232104,69.678
0.401141,0.0231971,69.728
0.401058,0.0230147,69.778
0.400983,0.0232189,69.828
0.400923,0.023117,69.878
0.400845,0.023006,69.928
0.400751,0.0231453,69.978
0.400699,0.0231748,70.028
0.400707,0.023119,70.078
0.400655,0.0231528,70.128
0.400573,0.0231022,70.178
0.400527,0.0231304,70.228
0.400454,0.0231562,70.278
0.40038,0.0229894,70.327
0.400334,0.0229378,70.377
0.400287,0.0229933,70.427
0.400237,0.0229863,70.477
0.400193,0.0230626,70.527
0.400146,0.0230504,70.577
0.400075,0.0229422,70.627
0.400012,0.0228162,70.677
0.399953,0.0228862,70.727
0.399912,0.0228702,70.777
0.399924,0.0228106,70.827
0.399892,0.0228412,70.877
0.39986,0.0230142,70.927
0.399802,0.0229557,70.977
0.399794,0.0228503,71.027
0.39977,0.0227568,71.077
0.399723,0.0229272,71.127
0.399717,0.0229202,71.177
0.39965,0.0229076,71.227
0.399595,0.0227502,71.277
0.399583,0.02288,71.327
0.399524,0.0227684,71.377
0.399482,0.0227164,71.427
0.399457,0.0227385,71.477
0.399459,0.0227262,71.527
0.399448,0.0227468,71.577
0.399456,0.0228351,71.627
0.399406,0.0227975,71.677
0.399349,0.0226942,71.727
0.399341,0.0226721,71.777
0.399333,0.0227136,71.827
0.399311,0.0227432,71.877
0.399293,0.0226698,71.927
0.399285,0.0227025,71.977
0.399279,0.0226854,72.027
0.399288,0.0227505,72.077
0.399292,0.0226917,72.127
0.399262,0.0226293,72.177
0.399229,0.0226674,72.227
0.399233,0.0227361,72.277
0.399186,0.0226396,72.327
0.399165,0.0226267,72.377
0.399181,0.0226169,72.427
0.399172,0.0227025,72.477
0.399119,0.0226634,72.527
0.399104,0.0226408,72.577
0.39909,0.0226167,72.627
0.39909,0.0225902,72.677
0.399066,0.0225554,72.727
0.399073,0.0226241,72.777
0.399063,0.0225769,72.827
0.399012,0.0225496,72.877
0.399002,0.0224797,72.927
0.398991,0.0225375,72.977
0.398983,0.0226029,73.027
0.398987,0.0226297,73.077
0.39894,0.0227529,73.127
0.398866,0.0225905,73.177
0.39879,0.0224762,73.227
0.39876,0.0225891,73.277
0.398712,0.0225406,73.327
0.398679,0.0224823,73.377
0.398664,0.0226137,73.426
0.398614,0.0224858,73.476
0.398575,0.022459,73.526
0.398512,0.0225109,73.576
0.398442,0.0224865,73.626
0.398405,0.022448,73.676
0.398379,0.0224637,73.726
0.39833,0.0224701,73.776
0.398307,0.0225334,73.826
0.398247,0.0224631,73.876
0.398205,0.0225194,73.926
0.398164,0.0223688,73.976
0.398135,0.0223687,74.026
0.398103,0.0223946,74.076
0.398134,0.0224264,74.126
0.398111,0.0223896,74.176
0.398072,0.0223309,74.226
0.398055,0.0224081,74.276
0.398058,0.0224573,74.326
0.398032,0.0223267,74.376
0.398045,0.0224508,74.426
0.398049,0.0225174,74.476
0.39805,0.0225218,74.526
0.398012,0.0224948,74.576
0.397968,0.0224355,74.626
0.397978,0.0224272,74.676
0.397945,0.0223939,74.726
0.397911,0.0224594,74.776
0.397868,0.0223819,74.826
0.397841,0.0223283,74.876
0.397787,0.022337,74.926
0.397761,0.0223587,74.976
0.397782,0.0223729,75.026
0.397781,0.0224529,75.076
0.397747,0.0223488,75.126
0.397732,0.0223487,75.176
0.397698,0.0223431,75.226
0.397686,0.0223627,75.276
0.397662,0.0224091,75.326
0.397631,0.0223858,75.376
0.397603,0.022314,75.426
0.397587,0.0223067,75.476
0.397563,0.0222758,75.526
0.397586,0.0223993,75.576
0.397559,0.0222893,75.626
0.39753,0.0222799,75.676
0.397517,0.0222986,75.726
0.397501,0.022312,75.776
0.397483,0.0223159,75.826
0.397454,0.0222952,75.876
0.397441,0.0223562,75.926
0.39741,0.0223006,75.976
0.397364,0.0222432,76.026
0.397362,0.0222224,76.076
0.397362,0.0222402,76.126
0.397329,0.0221708,76.176
0.397335,0.0222685,76.226
0.397322,0.0222552,76.276
0.397305,0.0221843,76.326
0.397282,0.0221782,76.376
0.397296,0.0222773,76.426
0.397295,0.0222636,76.476
0.397279,0.0222496,76.526
0.3972,0.022094,76.575
0.397202,0.0222638,76.625
0.397185,0.0222848,76.675
0.397146,0.0223083,76.725
0.397132,0.0222097,76.775
0.397086,0.0222604,76.825
0.397036,0.0221199,76.875
0.396964,0.0222426,76.925
0.396934,0.0222046,76.975
0.396903,0.0221413,77.025
0.396861,0.0221221,77.075
0.396868,0.0222687,77.125
0.396843,0.0223041,77.175
0.396738,0.0221346,77.225
0.396719,0.0221399,77.275
0.396686,0.0222473,77.325
0.396623,0.0221623,77.375
0.396573,0.0221531,77.425
0.396532,0.0221656,77.475
0.396503,0.0222191,77.525
0.396466,0.0221356,77.575
0.396433,0.0220978,77.625
0.396405,0.0222535,77.675
0.3964,0.0221377,77.725
0.39638,0.022093,77.775
0.396376,0.0221635,77.825
0.396345,0.0222047,77.875
0.396284,0.0221767,77.925
0.396261,0.0221386,77.975
0.396223,0.022145,78.025
0.396195,0.0222144,78.075
0.396148,0.0222103,78.125
0.39614,0.0222737,78.175
0.396116,0.022225,78.225
0.396091,0.0222642,78.275
0.396045,0.02222,78.325
0.396011,0.0221067,78.375
0.395997,0.0221289,78.425
0.395962,0.022206,78.475
0.395926,0.0221452,78.525
0.395933,0.022228,78.575
0.395913,0.0222377,78.625
0.395874,0.0221672,78.675
0.395844,0.0222364,78.725
0.395832,0.0221891,78.775
0.395818,0.0221487,78.825
0.395771,0.0221274,78.875
0.39574,0.0222093,78.925
0.395723,0.0221698,78.975
0.395705,0.0221544,79.025
0.395684,0.0221157,79.075
0.395642,0.0221384,79.125
0.395593,0.022129,79.175
0.39556,0.0220937,79.225
0.395549,0.0220315,79.275
0.39555,0.0221289,79.325
0.395511,0.0220888,79.375
0.395484,0.0220883,79.425
0.395475,0.0221207,79.475
0.395472,0.0221738,79.525
0.395418,0.0220811,79.575
0.395376,0.0220407,79.625
0.395361,0.0219768,79.674
0.395382,0.0220725,79.724
0.395366,0.0220187,79.774
0.39535,0.0220023,79.824
0.395327,0.0219884,79.874
0.395289,0.0220574,79.924
0.395259,0.0220604,79.974
0.395241,0.0219972,80.024
0.395235,0.0220306,80.074
0.395213,0.0220082,80.124
0.395171,0.0220479,80.174
0.395137,0.0219406,80.224
0.395145,0.0220133,80.274
0.395117,0.0220276,80.324
0.395088,0.0220555,80.374
0.395079,0.0220317,80.424
0.395109,0.0220088,80.474
0.395067,0.0219277,80.524
0.395051,0.021943,80.574
0.395058,0.0219766,80.624
0.39506,0.021979,80.674
0.395036,0.021975,80.724
0.395053,0.022039,80.774
0.395056,0.0220638,80.824
0.39502,0.02202,80.874
0.395002,0.0220478,80.924
0.394969,0.0220518,80.974
0.394909,0.0219001,81.024
0.394902,0.0219711,81.074
0.394911,0.0220691,81.124
0.394897,0.0220444,81.174
0.394851,0.021909,81.224
0.394831,0.0220176,81.274
0.394829,0.0219636,81.324
0.39484,0.021925,81.374
0.394849,0.0219983,81.424
0.39482,0.0219444,81.474
0.394806,0.0219515,81.524
0.394782,0.0219445,81.574
0.394771,0.0219304,81.624
0.394753,0.0219528,81.674
0.394726,0.0219927,81.724
0.394713,0.0219098,81.774
0.394722,0.021957,81.824
0.394699,0.0219184,81.874
0.394661,0.0218727,81.924
0.394651,0.0219267,81.974
0.394669,0.0219961,82.024
0.394646,0.0219226,82.074
0.394626,0.0219082,82.124
0.394601,0.0218318,82.174
0.394607,0.0219342,82.224
0.394578,0.021898,82.274
0.39456,0.0218568,82.324
0.394522,0.0218096,82.374
0.394492,0.0218242,82.424
0.394496,0.0218434,82.474
0.394498,0.0219551,82.524
0.394455,0.0218402,82.574
0.394425,0.021759,82.624
0.394426,0.0218022,82.674
0.394422,0.0218384,82.724
0.394399,0.0218039,82.774
0.394398,0.0218227,82.823
0.39439,0.0218942,82.873
0.394357,0.0217862,82.923
0.394352,0.0217725,82.973
0.394357,0.0218351,83.023
0.394349,0.0218802,83.073
0.394311,0.0217996,83.123
0.394331,0.0218353,83.173
0.394317,0.0217987,83.223
0.394271,0.0217959,83.273
0.394245,0.0216734,83.323
0.394263,0.0217602,83.373
0.394253,0.0218034,83.423
0.394238,0.0217828,83.473
0.394242,0.0217516,83.523
0.394232,0.0217685,83.573
0.394196,0.0218011,83.623
0.394188,0.0217412,83.673
0.394173,0.0216884,83.723
0.394173,0.0218318,83.773
0.394147,0.0217991,83.823
0.394145,0.0217304,83.873
0.394129,0.0217417,83.923
0.394112,0.0217996,83.973
0.394099,0.0217247,84.023
0.394092,0.0217564,84.073
0.394059,0.0216827,84.123
0.394049,0.0217525,84.173
0.394046,0.0217977,84.223
0.394031,0.0216276,84.273
0.394039,0.0217017,84.323
0.394019,0.0217586,84.373
0.393994,0.0217386,84.423
0.393949,0.0216386,84.473
0.393982,0.0217712,84.523
0.393983,0.0217739,84.573
0.393936,0.0217001,84.623
0.393918,0.0217038,84.673
0.393879,0.0216908,84.723
0.39383,0.0216465,84.773
0.393862,0.0217768,84.823
0.393853,0.0217136,84.873
0.393862,0.0217226,84.923
0.393842,0.0216509,84.973
0.393813,0.0217243,85.023
0.393794,0.0217358,85.073
0.39379,0.0217304,85.123
0.393782,0.0216955,85.173
0.393763,0.021644,85.223
0.393736,0.0216357,85.273
0.393752,0.0217294,85.323
0.393748,0.0217422,85.373
